name,overall,height_cm,weight_kg,Age,years_pro,position,APY,sport
Panagiotis Tachtsidis,69,191,90,32,,"CDM, CAM, CM",416000.0,FIFA
Fehmi Mert Günok,75,196,92,34,,GK,936000.0,FIFA
Óscar de Marcos Arana,80,182,78,34,,RB,1612000.0,FIFA
Rubén Salvador Pérez del Mármol,76,178,72,34,,"CDM, CM",44200.0,FIFA
Niklas Gunnarsson,65,188,80,32,,CB,104000.0,FIFA
Ryan James McGowan,67,191,75,33,,"CB, CDM",156000.0,FIFA
Marwin Hitz,76,194,91,35,,GK,416000.0,FIFA
Christian Kabasele,71,187,84,32,,CB,520000.0,FIFA
Teemu Eino Antero Pukki,75,180,78,33,,ST,520000.0,FIFA
Nathaniel Edwin Clyne,74,175,67,32,,RB,1560000.0,FIFA
André Hansen,70,189,87,33,,GK,208000.0,FIFA
Christian Dannemann Eriksen,83,181,76,31,,"CM, CDM",7540000.0,FIFA
Mathis Gazoa Kippersund Bolly,65,185,77,32,,"LM, RM",104000.0,FIFA
Lunan Ruben Gabrielsen,70,186,87,31,,CB,156000.0,FIFA
Tony Jantschke,71,177,76,33,,"CB, RB",832000.0,FIFA
Eliaquim Mangala,72,187,78,32,,CB,312000.0,FIFA
Adem Ljajić,69,182,80,31,,"CAM, CM",624000.0,FIFA
Kamil Jacek Glik,66,190,80,35,,CB,104000.0,FIFA
Markus Henriksen,71,187,85,30,,"CB, CDM, CM",260000.0,FIFA
Graham Zusi,66,178,73,36,,RB,104000.0,FIFA
Omar Alejandro González,64,196,94,34,,CB,104000.0,FIFA
Stefan Frei,72,191,88,37,,GK,156000.0,FIFA
Sebastián Marcelo Blanco,73,170,68,35,,"CAM, LM",312000.0,FIFA
Ulises Alejandro Dávila Plascencia,70,172,65,32,,"CAM, CM, RM",156000.0,FIFA
Asier Illarramendi Andonegi,77,179,74,33,,"CM, CDM",520000.0,FIFA
Stefan Hierländer,68,180,73,32,,"CM, RM",364000.0,FIFA
Michael Sollbauer,67,187,86,33,,CB,364000.0,FIFA
Danijel Aleksić,72,182,75,32,,"CM, CAM",936000.0,FIFA
Henrik Dalsgaard,71,192,81,33,,"CB, RB",832000.0,FIFA
Igor Armaș,67,194,86,35,,CB,156000.0,FIFA
Guðlaugur Victor Pálsson,70,186,77,32,,"CDM, CB",312000.0,FIFA
指宿 洋史,63,196,89,32,,ST,104000.0,FIFA
Jonathan Chiedozie Obika,62,183,76,32,,ST,104000.0,FIFA
Manuel Gulde,73,184,80,32,,CB,1040000.0,FIFA
Oscar Erik Jansson,69,187,82,32,,GK,156000.0,FIFA
Benjamin André,79,180,76,32,,"CDM, CM",1820000.0,FIFA
Ken Remi Stefan Strandberg,72,189,80,32,,CB,208000.0,FIFA
Jasmin Burić,63,193,80,36,,GK,52000.0,FIFA
Michail Antonio,78,180,82,33,,ST,3692000.0,FIFA
Marco Silvestri,79,191,80,32,,GK,832000.0,FIFA
Tolgay Ali Arslan,74,180,77,32,,"CM, CDM",624000.0,FIFA
Pascal Groß,78,181,78,32,,"CM, CDM, RB",3952000.0,FIFA
Eugenio Lamanna,66,187,80,33,,GK,468000.0,FIFA
Sean Everet Johnson,70,190,98,34,,GK,208000.0,FIFA
Stephan El Shaarawy,78,178,73,30,,"LM, LW",3068000.0,FIFA
Daley Blind,77,180,72,33,,"CB, LB",1300000.0,FIFA
Eirik Holmen Johansen,61,201,102,30,,GK,36400.0,FIFA
Omar Elabdellaoui,73,179,74,31,,RB,312000.0,FIFA
Marc Hornschuh,63,188,82,32,,"CDM, CM",104000.0,FIFA
Neymar da Silva Santos Júnior,89,175,68,31,,LW,5980000.0,FIFA
Adam Smith,74,180,78,32,,"RB, RWB",1872000.0,FIFA
Kamil Antoni Wilczek,66,184,83,35,,ST,104000.0,FIFA
Fredy Henkyer Montero Muñoz,68,175,74,35,,"ST, CF, CAM",156000.0,FIFA
Sunil Chhetri,66,169,69,38,,"ST, LW",39000.0,FIFA
Lukáš Hrádecký,81,192,85,33,,GK,2392000.0,FIFA
Kian Hansen,70,184,73,34,,CB,416000.0,FIFA
David Jensen,68,195,92,31,,GK,260000.0,FIFA
Thomas Michael Aldred,67,188,84,32,,CB,104000.0,FIFA
Osvaldo Alonso Moreno,67,180,70,37,,"CDM, CM",104000.0,FIFA
Mushagalusa Bakenga Joar Namugunga,68,181,75,30,,"ST, RW",104000.0,FIFA
Alberto Perea Correoso,72,177,74,32,,"LM, CAM, RM",728000.0,FIFA
Luigi Sepe,73,185,75,32,,GK,936000.0,FIFA
Alex Sandro Lobo Silva,78,180,80,32,,"LB, CB",4264000.0,FIFA
Mário Jorge Malico Paulino,67,177,69,36,,"LB, LWB",208000.0,FIFA
Johann Berg Guðmunds­son,73,179,77,32,,"CAM, RM, CM",1872000.0,FIFA
Patrick Mortensen,73,190,78,33,,ST,728000.0,FIFA
Karl Emil Salomonsson,67,182,75,34,,"RB, RM",104000.0,FIFA
Marcus Sandberg,65,191,80,32,,GK,52000.0,FIFA
Tobias Sana,66,173,72,33,,"LW, CM, CAM",156000.0,FIFA
Fidel Francisco Martínez Tenorio,71,179,75,33,,"RM, LM, CF",44200.0,FIFA
Alejandro Bedoya,71,178,73,36,,"CM, CDM",208000.0,FIFA
Nemanja Matić,81,194,83,34,,"CDM, CM",2756000.0,FIFA
Salman Mohammed Al-Faraj,72,181,64,33,,"CM, CDM, CAM",1352000.0,FIFA
João Victor de Albuquerque Bruno,68,183,83,34,,"CDM, CM, CB",44200.0,FIFA
侯森,60,191,85,34,,GK,104000.0,FIFA
于洋,62,186,80,33,,CB,104000.0,FIFA
高迪,59,179,73,33,,"ST, RM, LM",104000.0,FIFA
郑铮,68,185,77,33,,"CB, LB",416000.0,FIFA
Mats Rits,76,178,73,29,,CM,1352000.0,FIFA
吉田 麻也,73,189,90,34,,CB,364000.0,FIFA
김승규 金承奎,72,187,78,32,,GK,884000.0,FIFA
임상협 廉桑,68,180,73,34,,"LM, RM",208000.0,FIFA
정산 郑山,59,191,86,34,,GK,52000.0,FIFA
김근배 金槿裴,58,187,80,36,,GK,36400.0,FIFA
Ander Herrera Agüera,79,182,71,33,,"CM, CDM",1664000.0,FIFA
Waleed Abdullah Ali,62,196,86,37,,GK,156000.0,FIFA
Hernán Barcos,72,187,91,39,,ST,41600.0,FIFA
杨云,62,185,75,34,,CB,104000.0,FIFA
顾斌,60,176,68,31,,"CM, CDM",104000.0,FIFA
이용래 李容来,64,175,71,37,,"CM, CDM",104000.0,FIFA
임종은 林宗垠,63,192,88,33,,CB,104000.0,FIFA
이범영 李范永,54,197,95,34,,GK,46800.0,FIFA
김성준 金圣埈,63,174,68,35,,"CM, CDM",104000.0,FIFA
윤석영 尹硕扬,63,182,74,33,,"CB, LB",52000.0,FIFA
张驰,62,182,73,35,,"RB, RM",156000.0,FIFA
Joseph Baffoe,67,183,79,30,,CB,104000.0,FIFA
Bo Niklas Hult,70,173,63,33,,LB,156000.0,FIFA
Thibaut Nicolas Marc Courtois,90,199,96,31,,GK,13000000.0,FIFA
耿晓锋,58,191,82,35,,GK,52000.0,FIFA
Christopher Grant Wood,75,191,92,31,,ST,3016000.0,FIFA
Miiko Martín Albornoz Inola,67,180,80,32,,LWB,208000.0,FIFA
Bo Kristoffer Nordfeldt,71,188,87,34,,GK,260000.0,FIFA
Rúben Alexandre Rocha Lima,69,177,69,33,,"LB, LWB, CB",260000.0,FIFA
Peter Anders Abrahamsson,69,190,90,34,,GK,156000.0,FIFA
Rhyan Bert Grant,66,174,74,32,,RB,156000.0,FIFA
Matthew Jurman,62,190,85,33,,CB,49400.0,FIFA
Mario Götze,82,176,72,31,,"CAM, CF, LM",2756000.0,FIFA
Mads Fenger Nielsen,66,185,81,32,,CB,104000.0,FIFA
Soufiane Bidaoui,67,176,63,33,,"LW, RW",260000.0,FIFA
Nicolás Hernán Gonzalo Otamendi,82,183,78,35,,CB,728000.0,FIFA
Ciro Immobile,85,185,85,33,,ST,4680000.0,FIFA
Marc-André ter Stegen,89,187,85,31,,GK,11440000.0,FIFA
Graham Carey,67,183,69,34,,"CM, LM, RM",156000.0,FIFA
Jesús Fernández Collado,63,190,84,35,,GK,52000.0,FIFA
Andreu Fontàs Prat,70,185,89,33,,CB,260000.0,FIFA
Héctor Yuste Cantón,67,191,82,35,,"CB, CDM",49400.0,FIFA
Romelu Lukaku Menama,84,191,94,30,,ST,8580000.0,FIFA
Steven de Sousa Vitória,72,195,88,36,,CB,260000.0,FIFA
Gerrit Nauber,67,185,78,31,,CB,156000.0,FIFA
Lennart Thy,67,184,78,31,,ST,260000.0,FIFA
Bernd Leno,81,189,83,31,,GK,3640000.0,FIFA
Yunus Mallı,70,179,72,31,,"CAM, CF, CM",520000.0,FIFA
Scott Neville,64,184,75,34,,"CB, RB",52000.0,FIFA
艾克森,76,180,83,33,,"LW, ST",936000.0,FIFA
Iago Aspas Juncal,85,176,67,35,,ST,1976000.0,FIFA
David Martins Simão,71,183,74,33,,"CM, CDM",312000.0,FIFA
Marcos Alonso Mendoza,79,188,84,32,,"LB, CB",5980000.0,FIFA
Kevin Vogt,76,194,87,31,,CB,1508000.0,FIFA
Mario Júnior Rondón Fernández,64,182,74,37,,"ST, RM",156000.0,FIFA
Enrique García Martínez,74,186,79,33,,ST,1196000.0,FIFA
Juan Pedro Ramírez López,71,190,80,32,,CB,780000.0,FIFA
Pablo Jesús Camacho Figueira,66,177,81,32,,"RB, CB",26000.0,FIFA
Marc Muniesa Martínez,71,179,72,31,,"CB, LB",416000.0,FIFA
Milan Đurić,71,198,94,33,,ST,936000.0,FIFA
Henrikh Mkhitaryan,81,177,75,34,,"CAM, CM",4524000.0,FIFA
Luis Miguel Rodríguez,74,167,67,38,,"ST, CF, CAM",572000.0,FIFA
Alan Pulido Izaguirre,72,177,83,32,,ST,364000.0,FIFA
Yeni Atito N'Gbakoto,67,173,69,31,,"LM, ST, RM",260000.0,FIFA
Mateusz Andrzej Klich,74,183,84,33,,"CM, CDM, CF",416000.0,FIFA
Koen Casteels,84,197,86,31,,GK,2860000.0,FIFA
Kevin De Bruyne,91,181,75,32,,"CM, CAM",18200000.0,FIFA
Cenk Tosun,75,183,78,32,,"ST, LW",1352000.0,FIFA
James Shea,67,181,76,32,,GK,572000.0,FIFA
Keylor Navas Gamboa,85,185,80,36,,GK,3120000.0,FIFA
Rangelo Maria Janga,68,194,88,31,,ST,416000.0,FIFA
Roberto Maximiliano Pereyra,78,182,77,32,,"CM, RM, CF",1040000.0,FIFA
Juan Guillermo Cuadrado Bello,80,179,72,35,,"RM, RB, RW",3120000.0,FIFA
Bram Nuytinck,72,190,82,33,,CB,468000.0,FIFA
Alphonse Areola,78,195,94,30,,GK,2548000.0,FIFA
Paulo Victor de Mileo Vidotti,76,187,81,36,,GK,728000.0,FIFA
Maxime Gonalons,74,187,76,34,,"CDM, CM",832000.0,FIFA
Jens Stryger Larsen,74,180,82,32,,"RB, LB",1872000.0,FIFA
Iván Alexis Pillud,70,180,80,37,,RB,364000.0,FIFA
Roderick Jefferson Gonçalves Miranda,70,191,85,32,,CB,260000.0,FIFA
Vincent Le Goff,74,177,69,33,,"LB, LWB, CB",988000.0,FIFA
David Petrus Wenceslaus Henri Pröpper,71,185,79,31,,"CM, CDM",468000.0,FIFA
Jaume Vicent Costa Jordá,77,171,62,35,,LWB,936000.0,FIFA
Adama Traoré,64,170,73,33,,LB,104000.0,FIFA
Wesley Foderingham,75,185,75,32,,GK,1248000.0,FIFA
Nemanja Gudelj,80,187,79,31,,"CB, CDM",1612000.0,FIFA
Christopher Trimmel,77,189,82,36,,"RWB, RM",1196000.0,FIFA
Mario Kröpfl,63,182,72,33,,"LM, RM",156000.0,FIFA
Markus Pink,70,189,86,32,,ST,728000.0,FIFA
Samuel Şahin-Radlinger,71,196,94,30,,GK,416000.0,FIFA
Jörg Siebenhandl,68,183,81,33,,GK,364000.0,FIFA
Chris Mavinga,65,183,81,32,,CB,104000.0,FIFA
Thomas Joseph Delaney,79,182,79,31,,"CDM, CM",1508000.0,FIFA
Alexandre Lacazette,83,175,73,32,,ST,3120000.0,FIFA
Filip Kurto,67,191,82,32,,GK,52000.0,FIFA
Aitor Fernández Abarisketa,78,182,78,32,,GK,1144000.0,FIFA
Vid Belec,73,193,84,33,,GK,41600.0,FIFA
Mattia Destro,72,182,80,32,,ST,520000.0,FIFA
Pascal Schürpf,65,190,85,33,,"LM, ST",260000.0,FIFA
Xherdan Shaqiri,75,169,72,31,,"CAM, RM",468000.0,FIFA
Ricardo Iván Rodríguez Araya,75,182,77,30,,"CB, LM, LB",1768000.0,FIFA
Romário Pereira Sipião,65,173,72,37,,"CM, CDM",49400.0,FIFA
Torgeir Børven,67,185,72,31,,ST,104000.0,FIFA
Florin Berenguer-Bohrer,69,180,70,34,,"CM, CAM, CDM",156000.0,FIFA
Nick Viergever,73,183,77,33,,"CB, LB",676000.0,FIFA
Loris Benito Souto,69,186,85,31,,"LB, CB",520000.0,FIFA
Arnaud Souquet,72,179,74,31,,RB,312000.0,FIFA
Idrissa Gana Gueye,77,174,66,33,,"CDM, CM",1924000.0,FIFA
Pape N'Diaye Souaré,61,178,66,33,,"LWB, LB",52000.0,FIFA
Rémy Cabella,79,172,68,33,,"CAM, LM",1976000.0,FIFA
Diego Martín Novaretti,69,193,91,38,,CB,260000.0,FIFA
Kelvin Walther Gianini Leerdam,65,178,70,33,,"RB, CB",104000.0,FIFA
Guido Burgstaller,73,187,80,34,,ST,988000.0,FIFA
Germán Alejandro Pezzella,76,187,81,32,,CB,1092000.0,FIFA
Nicholas Alexander McCormack Clark,64,178,66,32,,"ST, CAM",104000.0,FIFA
Christian Groß,69,183,75,34,,"CDM, CB",520000.0,FIFA
Oliver Baumann,80,187,82,33,,GK,1664000.0,FIFA
钱杰给,66,178,70,31,,"CDM, CM",156000.0,FIFA
Daniel John Wilson,67,188,79,31,,"CB, CDM",156000.0,FIFA
Younès Belhanda,75,177,75,33,,"CAM, ST",780000.0,FIFA
Jorge Resurrección Merodio,84,176,75,31,,"CDM, CM",3848000.0,FIFA
Asier Villalibre Molina,73,184,87,25,,ST,1092000.0,FIFA
Osmar Ibáñez Barba,73,192,86,35,,"CB, CDM, CM",260000.0,FIFA
Thorsten Schick,69,180,73,33,,"RB, RM",468000.0,FIFA
Jack David Hingert,61,170,68,32,,"RB, RWB",52000.0,FIFA
Filip Đuričić,74,181,74,31,,"CAM, LM",44200.0,FIFA
Hernán Arsenio Pérez González,71,180,71,34,,"RM, LM",26000.0,FIFA
David Jablonský,65,190,83,31,,CB,156000.0,FIFA
Necip Uysal,68,180,72,32,,"CB, CDM, RB",468000.0,FIFA
Christian Alexis Montaño Castillo,64,180,76,31,,"LB, LWB",104000.0,FIFA
Michał Łukasz Chrapek,65,177,74,31,,"CAM, CDM, CM",156000.0,FIFA
Ján Greguš,69,189,79,32,,"CDM, CM",208000.0,FIFA
Veysel Sarı,67,184,76,34,,CB,364000.0,FIFA
Alper Uludağ,64,180,77,32,,LB,156000.0,FIFA
Andre Gray,70,180,78,32,,ST,780000.0,FIFA
Fredrik Ulvestad,69,183,84,31,,"CM, CDM",260000.0,FIFA
Jukka Raitala,67,181,76,34,,"CB, LB, RB",26000.0,FIFA
Knowledge Musona,74,177,71,33,,"CAM, LM, LW",1196000.0,FIFA
Pontus Jansson,74,194,86,32,,CB,416000.0,FIFA
Rafał Gikiewicz,77,190,81,35,,GK,416000.0,FIFA
Ehsan Haji Safi,72,178,81,33,,"LB, CM, CB",46800.0,FIFA
岡崎 慎司,67,174,70,37,,"CAM, ST, LM",208000.0,FIFA
Mahmut Ertuğrul Taşkıran,67,191,83,33,,GK,208000.0,FIFA
Norberto Murara Neto,78,190,84,33,,GK,1924000.0,FIFA
Alberto Abdiel Quintero Medina,70,167,62,35,,"LM, RM, ST",26000.0,FIFA
Mikkel Kirkeskov Andersen,68,185,80,31,,"LB, LM",260000.0,FIFA
Stefan Ilsanker,70,189,85,34,,"CB, CDM",624000.0,FIFA
Juan Carlos Martín Corral,73,186,85,35,,GK,520000.0,FIFA
Borja García Freire,74,175,72,32,,"CM, LM, CAM",1144000.0,FIFA
Antoine Griezmann,88,176,73,32,,"ST, CF",7020000.0,FIFA
Andriy Yarmolenko,75,189,83,33,,"RM, ST",52000.0,FIFA
Craig Dawson,77,188,77,33,,CB,2860000.0,FIFA
Wahbi Khazri,74,176,82,32,,"ST, LM, CAM",1144000.0,FIFA
Ryan Isaac Mendes da Graça,71,178,73,33,,"RM, LM",832000.0,FIFA
Francesco Rossi,61,193,83,32,,GK,260000.0,FIFA
Adrián San Miguel del Castillo,72,190,80,36,,GK,1456000.0,FIFA
António Filipe Norinho de Carvalho,69,187,83,38,,GK,156000.0,FIFA
Thomas Peter Wilson Parkes,63,191,79,31,,CB,104000.0,FIFA
Roland Varga,67,182,79,33,,"LM, RM",260000.0,FIFA
Mathew Allan Leckie,74,181,82,32,,"LM, RM, CM",624000.0,FIFA
Florian Kainz,78,176,71,30,,"CAM, LM",1612000.0,FIFA
Geoffry Hairemans,68,183,64,31,,"RW, RM, CAM",364000.0,FIFA
Dejan Lovren,78,188,84,33,,CB,1768000.0,FIFA
Radosav Petrović,68,193,83,34,,"CDM, CB",26000.0,FIFA
Miloš Ninković,67,180,76,38,,CAM,156000.0,FIFA
Willian José da Silva,76,189,91,31,,ST,1300000.0,FIFA
Tom Cairney,74,186,84,32,,"CM, CAM",3016000.0,FIFA
Marco Davide Faraoni,76,180,71,31,,"RWB, RM, RB",1248000.0,FIFA
Javier López Rodríguez,69,180,78,37,,RB,104000.0,FIFA
Jeffrey Bruma,72,190,88,31,,CB,416000.0,FIFA
Kevin Kampl,79,178,66,32,,"CM, CDM",2860000.0,FIFA
Moisés Lima Magalhães,74,184,76,35,,"CAM, CM, CDM",728000.0,FIFA
James Henry Tavernier,78,182,75,31,,RB,2652000.0,FIFA
Alfreð Finnbogason,69,184,80,34,,"ST, CF",312000.0,FIFA
Roy Krishna,68,169,70,35,,ST,36400.0,FIFA
Roberto Andrés Cereceda Guajardo,67,173,70,38,,"LB, LM",49400.0,FIFA
Rafael Schuler Crivellaro,65,184,81,34,,CAM,33800.0,FIFA
Daniel William John Ings,77,178,73,30,,ST,3484000.0,FIFA
Yaroslav Rakitskyi,77,180,83,33,,CB,52000.0,FIFA
Luis Alberto Gutiérrez Herrera,64,180,74,38,,"CB, LB",26000.0,FIFA
Dorlan Mauricio Pabón Ríos,76,170,74,35,,"RM, RW, CAM",260000.0,FIFA
Serdar Gürler,72,175,65,31,,"LM, RM",936000.0,FIFA
Enzo Nicolás Pérez,77,178,77,37,,"CDM, CM",676000.0,FIFA
Josepmir Aarón Ballón Villacorta,71,180,80,35,,"CDM, CM",31200.0,FIFA
Aldo Sebastián Corzo Chávez,70,173,75,34,,"CB, RWB",36400.0,FIFA
Irven Beybe Ávila Acero,70,170,70,32,,"ST, RW, RM",41600.0,FIFA
Grenddy Adrián Perozo Rincón,62,181,80,37,,CB,26000.0,FIFA
José Luis Granados Asprilla,67,182,78,36,,"LB, LWB",26000.0,FIFA
Carlos Emilio Lampe Porras,74,192,84,36,,GK,28600.0,FIFA
Oğuzhan Özyakup,71,180,73,30,,"CM, CAM",520000.0,FIFA
Ignasi Miquel i Pons,70,188,82,30,,CB,520000.0,FIFA
Calum James Butcher,65,185,83,32,,"CB, CDM",104000.0,FIFA
Lars Sætra,68,195,90,31,,CB,104000.0,FIFA
Callum Wilson,82,180,66,31,,ST,7020000.0,FIFA
Marvin Ducksch,77,188,79,29,,ST,1560000.0,FIFA
Joël Andre Job Matip,80,194,90,31,,CB,5200000.0,FIFA
Nuno Miguel Pereira Reis,66,178,73,32,,"CB, RB",208000.0,FIFA
Ioannis Fetfatzidis,66,165,66,32,,"CF, RW, ST",26000.0,FIFA
Marcelo Nicolás Lodeiro Benítez,76,170,69,34,,"CAM, CM",468000.0,FIFA
Khouma El Hadji Babacar,65,185,85,30,,ST,364000.0,FIFA
Nahir Besara,69,182,76,32,,"CAM, ST, CM",208000.0,FIFA
Grzegorz Krychowiak,75,186,79,33,,"CDM, CM",676000.0,FIFA
Georgios Efrem,69,171,66,33,,"CAM, RM, LM",33800.0,FIFA
Lars-Christopher Horst Jan Vilsvik,67,180,73,34,,RWB,104000.0,FIFA
Anselmo de Moraes,71,182,80,34,,"CM, CDM, CAM",832000.0,FIFA
David Olatukunbo Alaba,85,180,78,31,,"CB, LB",10400000.0,FIFA
Sebastián Coates Nión,81,196,94,32,,CB,936000.0,FIFA
Gilbert Gianelli Imbula Wanga,66,188,84,30,,"CM, CDM",260000.0,FIFA
Teal Alexander Bunbury,65,188,78,33,,"ST, LM, RM",104000.0,FIFA
Jordan Pierre Ayew,74,182,81,31,,"RW, LW",1872000.0,FIFA
Francisco Román Alarcón Suárez,80,176,79,31,,"CAM, LM, CM",1560000.0,FIFA
Jonas Martin,72,184,77,33,,"CDM, CM",676000.0,FIFA
Jason Davidson,65,180,72,32,,"LB, LWB, CB",156000.0,FIFA
Anga Dedryck Boyata,71,188,84,32,,CB,676000.0,FIFA
Serge Alain Stéphane Aurier,78,174,74,30,,"RB, RWB",3016000.0,FIFA
Ivo Daniel Ferreira Mendonça Pinto,66,182,75,33,,"RB, CB, LB",208000.0,FIFA
Juan Miguel Jiménez López,79,172,69,30,,"LM, ST",1508000.0,FIFA
Mike Botuli Cestor,66,182,78,31,,CB,104000.0,FIFA
Alen Stevanović,63,180,74,32,,"LM, LB, RM",26000.0,FIFA
Jonathan Bond,67,193,84,30,,GK,104000.0,FIFA
Papiss Mison Djilobodji,71,193,82,34,,CB,468000.0,FIFA
Florian Lejeune,77,189,89,32,,CB,1040000.0,FIFA
Gjermund Åsen,69,182,71,32,,"LM, CM",156000.0,FIFA
Luís Miguel Afonso Fernandes,78,177,72,33,,"CM, RM",884000.0,FIFA
Jonathan Leonardo Lacerda Araújo,63,189,78,36,,"CB, LB",26000.0,FIFA
Jens Toornstra,73,178,74,34,,"CDM, CM",676000.0,FIFA
Mattia Perin,79,188,77,30,,GK,3796000.0,FIFA
Yann-Erik Randa Bahezre de Lanlay,63,180,72,31,,"CM, RW, LW",52000.0,FIFA
Sérgio Miguel Relvas de Oliveira,78,181,78,31,,"CM, CDM",2236000.0,FIFA
Dan Burn,79,198,87,31,,"CB, LB",4940000.0,FIFA
Mark Gillespie,66,192,83,31,,GK,884000.0,FIFA
Damian Dąbrowski,72,182,81,30,,CDM,416000.0,FIFA
Patrick Herrmann,71,179,71,32,,RM,884000.0,FIFA
Boadu Maxwell Acosty,68,178,76,31,,"RW, RM, LW",104000.0,FIFA
Gheorghe Grozav,68,182,71,32,,"LW, ST, CAM",208000.0,FIFA
Darryl Brian Ricky Lachman,67,189,75,33,,CB,104000.0,FIFA
Marc Bartra Aregall,79,184,73,32,,CB,1352000.0,FIFA
Samuel Sáiz Alonso,74,174,68,32,,"CAM, LM",884000.0,FIFA
Sergio Ezequiel Araújo,74,180,82,31,,"ST, CAM",52000.0,FIFA
Mark van der Maarel,69,178,78,33,,"LB, CB, RB",416000.0,FIFA
Jonathan Viera Ramos,80,171,67,33,,"CAM, CM, LM",1404000.0,FIFA
Stefan de Vrij,82,189,78,31,,CB,4472000.0,FIFA
Bart Schenkeveld,75,185,83,31,,CB,44200.0,FIFA
André Jack Calisir,63,187,76,33,,CB,44200.0,FIFA
Róbert Mak,71,179,78,32,,"LW, RM, LM",416000.0,FIFA
Petar Slišković,65,193,90,32,,ST,33800.0,FIFA
Benjamin Stambouli,74,180,80,32,,"CDM, CB, CM",676000.0,FIFA
Lorenzo Insigne,81,163,59,32,,"LW, CF, LM",728000.0,FIFA
Mehdi Bourabia,70,183,73,31,,"CM, CDM",416000.0,FIFA
Timothy Michael Ream,73,185,80,35,,CB,1820000.0,FIFA
Steven Mehrdad Beitashour,65,178,78,36,,"RB, LB",52000.0,FIFA
Matěj Vydra,72,180,74,31,,ST,46800.0,FIFA
Bryan Josué Oviedo Jiménez,65,172,70,33,,LB,104000.0,FIFA
Franco Daniel Jara,68,180,77,34,,ST,312000.0,FIFA
Daniel Bentley,73,188,73,29,,GK,1872000.0,FIFA
Stefan Bell,75,192,88,31,,CB,1196000.0,FIFA
Steve Clark,70,188,86,37,,GK,104000.0,FIFA
Raphael Simon Spiegel,64,197,90,30,,GK,104000.0,FIFA
Gonzalo Pablo Castellani,70,183,75,35,,"CAM, CM, CDM",364000.0,FIFA
Stanislav Tecl,70,181,82,32,,ST,41600.0,FIFA
Daniel José Rodríguez Vázquez,78,178,71,35,,"RM, LM, CM",1092000.0,FIFA
Johan Erik Larsson,71,182,75,33,,RB,208000.0,FIFA
Shane McEleney,59,192,98,32,,CB,33800.0,FIFA
Mark Gerard Connolly,63,185,77,31,,CB,44200.0,FIFA
Josip Drmić,70,184,81,30,,ST,33800.0,FIFA
Cláudio Pires de Morais Ramos,73,183,83,31,,GK,416000.0,FIFA
Marcel Ibsen Rømer,65,181,79,31,,"CDM, CM, CB",156000.0,FIFA
Bjørn Paulsen,67,191,85,31,,CB,260000.0,FIFA
Gustav Sandberg Magnusson,61,181,76,31,,"CM, CDM",39000.0,FIFA
Aaron Greene,60,181,82,33,,"ST, LW",41600.0,FIFA
Cristian Esteban Gamboa Luna,72,175,70,33,,RB,832000.0,FIFA
Martin Linnes,72,177,72,31,,RWB,260000.0,FIFA
Nikola Đurđić,63,186,77,37,,"ST, RW",41600.0,FIFA
Joseph Thomas Gordan Shaughnessy,63,183,69,30,,CB,104000.0,FIFA
Scott Bain,66,183,84,31,,GK,520000.0,FIFA
Michael Ryan Hoyos,71,181,76,31,,"ST, CAM, CF",41600.0,FIFA
Zakaria Labyad,72,175,65,30,,CAM,676000.0,FIFA
Kenneth Dahrup Zohorè,67,194,96,29,,ST,208000.0,FIFA
Martín Andrés Silva Leites,75,187,88,40,,GK,26000.0,FIFA
Jonas Svensson,76,172,69,30,,RB,728000.0,FIFA
Fredrik Midtsjø,74,175,68,29,,"CM, CDM",728000.0,FIFA
Peïlé Florentin Pogba,67,192,93,32,,CB,52000.0,FIFA
Andy Aryel Najar Rodríguez,69,171,69,30,,"RM, RB, CB",208000.0,FIFA
Luis Alberto Romero Alconchel,84,183,74,30,,CM,4056000.0,FIFA
Wilfried Zaha,81,180,66,30,,"LW, CF, LM",3016000.0,FIFA
Nathan Redmond,77,173,69,29,,"RM, LM, ST",2548000.0,FIFA
Elbasan Rashani,72,181,71,30,,"LW, LM",780000.0,FIFA
Javier Fabián Toledo,69,190,89,37,,ST,312000.0,FIFA
Alex Oxlade-Chamberlain,77,175,70,29,,CM,1456000.0,FIFA
Fredrik Oldrup Jensen,65,186,73,30,,"CB, CDM",52000.0,FIFA
Simone Romagnoli,70,193,85,33,,CB,364000.0,FIFA
Nampalys Mendy,74,167,73,31,,"CDM, CM",1352000.0,FIFA
Nicolas Isimat-Mirin,68,188,82,31,,CB,260000.0,FIFA
Marcelo H. Passos Carné,70,189,84,33,,GK,208000.0,FIFA
Danilo D'Ambrosio,77,180,75,34,,CB,2236000.0,FIFA
Pablo Sarabia García,78,174,70,31,,"RM, CAM",3328000.0,FIFA
Cédric Bakambu,76,182,73,32,,ST,2132000.0,FIFA
Jonathan Mensah,70,188,83,32,,CB,260000.0,FIFA
Ryan Brennan,58,180,72,31,,"CM, CAM",26000.0,FIFA
Mustafa Amini,64,173,71,30,,"CM, CDM",104000.0,FIFA
Mathew David Ryan,78,182,82,31,,GK,520000.0,FIFA
Andrew Boyle,61,185,78,32,,CB,36400.0,FIFA
Keith Ward,59,168,65,32,,"CAM, LW",36400.0,FIFA
Jack Robinson,72,180,67,29,,CB,1196000.0,FIFA
Vincent Paté Aboubakar,79,184,75,31,,ST,1768000.0,FIFA
